id_partido;fecha;hora;categoria;competicion;grupo;estadio;equipo_local;equipo_visitante;goles_local;goles_visitante;amarillas_local;amarillas_visitante;rojas_local;rojas_visitante;arbitro_principal;arbitro_comite;arbitro_principal_clean;tarjetas_total;desviacion_tarjetas;id_territorio;ciudad;barrio;ref_edad;ref_years_arbitrando;ref_years_categoria;ref_rango_oficial;ref_IDP
27490;2026-01-10;19:00:00;AMATEUR;QUARTA CATALANA;GRUP 23;CAMP DE FUTBOL MPAL. LA PARELLADA St. Boi;VINYETS MOLI-VELL, C.F. A;ALBIREX NIIGATA BARCELONA FUTBOL CLUB A;1;0;4;3;0;3;VELASCO RODRÍGUEZ, VÍCTOR;Baix Llobregat;VELASCO RODRÍGUEZ, VÍCTOR;10;4.826779563719862;Sant Boi de Llobregat;Sant Boi de Llobregat;Sant Boi de Llobregat;23.0;2.0;2.0;Àrbitre Cursetista 2n any;3.3161241633262932
41014;2026-01-10;19:00:00;AMATEUR;QUARTA CATALANA;GRUP 6;CAMP DE FUTBOL ZEM JOSEP MASSOT I SAIS ANNEX 1;GLOBAL-PALAMOS C.F. A;BESCANO, C.D. B;1;2;2;1;1;1;LOPEZ CLARA, JORDI;Girona;LOPEZ CLARA, JORDI;5;-0.17322043628013795;Palamós;Palamós;Palamós;23.0;4.0;2.0;Àrbitre 3a Catalana;1.5046198929108667
62618;2026-01-10;19:00:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 9;CAMP DE FUTBOL CLUB NATACIÓ TERRASSA;NATACIO TERRASSA, C A;Pª BLAUGRANA SANT CUGAT A;2;2;1;5;0;0;HERNANDEZ CUADRA, ALEX;Vallès Occidental;HERNANDEZ CUADRA, ALEX;6;2.4754461099214846;Terrassa;Terrassa;Terrassa;23.0;4.0;1.0;Àrbitre 2a Catalana;1.4072839446632728
89213;2026-01-10;19:00:00;AMATEUR;QUARTA CATALANA;GRUP 4;No especificado;SARRIA TER, C.F. B;CORNELLA TERRI, A.E. B;3;0;0;0;0;0;IONUT MARIAN, PETRARIU;Olot;IONUT MARIAN, PETRARIU;0;-5.173220436280138;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter;44.0;18.0;5.0;Àrbitre Sit.Especial;-0.05159505829805406
118464;2026-01-10;19:00:00;CADETE;PREFERENT CADET S15;GRUP 3;CAMP DE FUTBOL CLUB GIMNÀSTIC PARC;GIMNASTIC MANRESA C. B;IGUALADA, C.F. A;3;1;2;4;0;0;MENDOZA GUERRERO, POL;Bages;MENDOZA GUERRERO, POL;6;3.4872395972081622;Manresa;Manresa;Manresa;20.0;4.0;2.0;Àrbitre 3a Catalana;1.711256345930856
116810;2026-01-10;19:00:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 2;CAMP DE FUTBOL MPAL. VILARTAGUES;SANT FELIU DE GUIXOLS C.F. A;JUVENTUS-LLORET FUTBOL CLUB A;1;1;4;7;0;0;LLADÓ ULLÉS, ALFONS;Girona;LLADÓ ULLÉS, ALFONS;11;7.475446109921485;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;19.0;4.0;1.0;Àrbitre 2a Catalana;4.131766706550099
118463;2026-01-10;19:00:00;CADETE;PREFERENT CADET S15;GRUP 3;CAMP DE FUTBOL CLUB NATACIÓ TERRASSA;NATACIO TERRASSA, C A;MERCANTIL, C.E B;0;3;2;2;0;0;GOMEZ PEÑATARO, ADRIA;Vallès Occidental;GOMEZ PEÑATARO, ADRIA;4;1.4872395972081622;Terrassa;Terrassa;Terrassa;30.0;12.0;5.0;Àrbitre 2a Catalana;3.927630929196355
86473;2026-01-10;19:00:00;CADETE;CADET SEGONA DIVISIÓ S15;GRUP 17;CAMP DE FUTBOL MPAL. PAS BLAU;LA POBLA CLARAMUNT, C.F. A;IGUALADA, C.F. C;2;1;2;1;0;0;EL BAGHDADY EL FAKKAK  , ABDELMONAIM;Anoia;EL BAGHDADY EL FAKKAK , ABDELMONAIM;3;0.48723959720816223;Pobla de Cérvoles, la;La Pobla de Cérvoles;La Pobla de Cérvoles;38.0;17.0;9.0;Àrbitre Sit.Especial;0.4833084347792697
73387;2026-01-10;19:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 10;CAMP DE FUTBOL MPAL. CAN PAHISSA;GUALBA, F.C.  A;LLERONA, C.E. A;2;1;3;3;0;1;GARCÍA BENITO, ÁLVARO;Granollers;GARCÍA BENITO, ÁLVARO;7;4.487239597208163;Gualba;Gualba;Gualba;18.0;1.0;1.0;Àrbitre Cursetista (1r any);1.4852740159937161
104894;2026-01-10;19:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 36;CAMP DE FUTBOL MPAL. ALFONS GONFAUS;AVIA, U.E. B;MANRESA, C.E. C;6;0;0;0;0;0;SALAS RIVERA, MARTÍ;Bages;SALAS RIVERA, MARTÍ;0;-3.5245538900785154;Avià;Avià;Avià;19.0;2.0;2.0;Àrbitre Cursetista 2n any;0.3339662273095836
122498;2026-01-10;19:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 44;CAMP DE FUTBOL MPAL. D'AIGUADOLÇ;SITGES, U.E. A;BASE VILANOVA 2015, CLUB NOU FUTBOL  A;4;3;1;0;0;0;SANTIAGO LÓPEZ, HUGO;Penedès-Garraf;SANTIAGO LÓPEZ, HUGO;1;-2.5245538900785154;Sitges;Sitges;Sitges;21.0;5.0;1.0;Àrbitre 3a Catalana;0.7011365888908672
110626;2026-01-10;19:00:00;AMATEUR;QUARTA CATALANA;GRUP 11;CAMP DE FUTBOL MPAL. D´OCATA;MASNOU AT. B;CABRILS, C.E. C;2;0;9;3;1;0;PERARNAU PAGÈS, BEL;Maresme;PERARNAU PAGÈS, BEL;13;7.826779563719862;Masnou, el;El Masnou;El Masnou;21.0;2.0;2.0;Àrbitre Cursetista 2n any;1.411848656468247
135240;2026-01-10;19:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 32;CAMP DE FUTBOL MPAL. DE SANT LLORENÇ DE TERRASSA;SAN LORENZO, U.D. B;OLIMPIC CAN FATJO, C.E. A;0;4;1;0;0;0;AKEL EL GAOUIRAH, ADAM;Vallès Occidental;AKEL EL GAOUIRAH, ADAM;1;-2.5245538900785154;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;20.0;2.0;2.0;Àrbitre Cursetista 2n any;-1.2028594968382593
21248;2026-01-10;19:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 31;CAMP DE FUTBOL MPAL. PLÀ DEL BONAIRE;CAN PARELLADA, C.D. B;SANT QUIRZE VALLES, F.C. C;3;2;3;0;0;0;BERTROLÍ RAMONEDA, JORDI;Vallès Occidental;BERTROLÍ RAMONEDA, JORDI;3;-0.5245538900785154;Pla de Santa Maria, el;El Pla de Santa Maria;El Pla de Santa Maria;23.0;2.0;2.0;Àrbitre Cursetista 2n any;0.4817695043303498
154410;2026-01-10;19:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 52;No especificado;RODA DE BARA AT. A;RAMON SICART, A.E. B;0;1;2;2;0;0;PONS MARTIN, ADRIA;Tarragona;PONS MARTIN, ADRIA;4;0.4754461099214846;Roda de Berà;Roda de Berà;Roda de Berà;24.0;5.0;0.0;Àrbitre Sit.Especial;1.370610987578625
33748;2026-01-10;19:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 18;CAMP DE FUTBOL MPAL. DE SANTA EULÀLIA DE RONÇANA;SANTA EULALIA RONÇANA, C.F. A;LLINARS, C.E. A;3;5;4;2;0;0;QUINTANILLA CRESPO, ORIOL;Granollers;QUINTANILLA CRESPO, ORIOL;6;2.4754461099214846;Santa Eulàlia de Riuprimer;Santa Eulàlia de Riuprimer;Santa Eulàlia de Riuprimer;23.0;3.0;1.0;Àrbitre 3a Catalana;0.27344418017746364
152524;2026-01-10;19:15:00;AMATEUR;QUARTA CATALANA;GRUP 35;No especificado;ALDEANA, U.E. B;JESUS CATALONIA, C.F.  B;1;1;4;7;0;1;GRUESO HURTADO, ERICK;Terres de l'Ebre;GRUESO HURTADO, ERICK;12;6.826779563719862;Aldea, l';L'Aldea;L'Aldea;25.0;4.0;4.0;Àrbitre Cursetista;2.144480771545234
27491;2026-01-10;19:15:00;AMATEUR;QUARTA CATALANA;GRUP 23;CAMP DE FUTBOL MPAL. PROVENÇANA;FUNDACIÓ ESPORT. HOSPITALET AT A;VILADECANS U.D. C;3;4;3;7;0;1;BALLESTER SIMÓN-TALERO, GUILLEM;Barcelona1;BALLESTER SIMÓN-TALERO, GUILLEM;11;5.826779563719862;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat;19.0;3.0;1.0;Àrbitre 3a Catalana;1.61952674630184
36555;2026-01-10;19:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 1;CAMP DE FUTBOL MPAL. NOVA CIUTAT ESPORTIVA BLANES;BLANES, C.D. B;LLORET, C.F. B;1;1;3;2;1;2;PAZ HERNANDEZ, CRISTIAN;Girona;PAZ HERNANDEZ, CRISTIAN;8;4.475446109921485;Blanes;Blanes;Blanes;36.0;3.0;2.0;Àrbitre 3a Catalana;4.409431331111235
27694;2026-01-10;19:15:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 16;CAMP DE FUTBOL CEM SANT OLEGUER;SABADELL ATLETIC , ASSOC. ESP. P.R A;RIPOLLET, C.F. B;4;8;1;0;0;0;AGUILAR CORBERA, POL;Vallès Occidental;AGUILAR CORBERA, POL;1;-1.5127604027918378;Sabadell;Sabadell;Sabadell;20.0;1.0;1.0;Àrbitre Cursetista (1r any);-1.421851311882747
154597;2026-01-10;19:15:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 12;CAMP DE FUTBOL MPAL. DELS PALLARESOS;BASE 2012 PALLARESOS CLUB A;LA FLORESTA, C.D. B;1;4;1;2;0;0;FERNANDEZ LOPEZ, JAIME;Tarragona;FERNANDEZ LOPEZ, JAIME;3;-0.5245538900785154;Pallaresos, els;Els Pallaresos;Els Pallaresos;34.0;14.0;8.0;Àrbitre 2a Catalana;-0.7005322156083249
81565;2026-01-10;19:15:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 24;CAMP DE FUTBOL ZEM RAÜL PALOMA;ARGENTONA, C.F. B;PREMIA DALT, C.D. C;5;2;4;7;0;0;ZEROUALI , AYOUB;Maresme;ZEROUALI , AYOUB;11;7.475446109921485;Argentona;Argentona;Argentona;26.0;8.0;2.0;Àrbitre 2a Catalana;3.4659688818904
47288;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 15;CAMP DE FUTBOL CE DE L´ENERGIA;MERCAT NOU MAGÒRIA, S.E. CLUB A;DIAGONAL CLUB ESP. B;4;1;1;1;0;0;MAYOR PÉREZ, GERARD;Barcelona3;MAYOR PÉREZ, GERARD;2;-1.5245538900785154;Barcelona 62 (Santa Maria de Sants);Barcelona;Santa Maria de Sants;19.0;2.0;2.0;Àrbitre Cursetista 2n any;-1.4322514854661628
112848;2026-01-10;19:30:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 6;CAMP DE FUTBOL MPAL. PUBILLA CASAS;FUNDACIÓ ACADÈMIA F. L'HOSPITALET  B;CANYELLES,C.E. A;1;2;2;1;0;0;ROUKDI EL ISSAOUI, WALID;Barcelona1;ROUKDI EL ISSAOUI, WALID;3;-0.5245538900785154;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat;22.0;5.0;3.0;Àrbitre 3a Catalana;1.8073234547008685
45762;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 49;No especificado;VILASECA C.F. A;COL.LEGI S.PAU APOSTOL ESP.APA D;3;0;1;1;0;0;TOSAS ALIAGA, VICTOR;Tarragona;TOSAS ALIAGA, VICTOR;2;-1.5245538900785154;Desconocido;Desconocido;Desconocido;37.0;22.0;13.0;Àrbitre 3a Catalana;-0.9602030081158704
117297;2026-01-10;19:30:00;CADETE;CADET PRIMERA DIVISIÓ S16;GRUP 5;No especificado;SANT CELONI, FUTBOL CLUB;ASS.ESP.F. BASE PALAU 2024,  A;2;0;0;0;0;0;RUIZ SIERRA, MANU;Granollers;RUIZ SIERRA, MANU;0;-2.5127604027918378;Sant Celoni;Sant Celoni;Sant Celoni;17.0;1.0;1.0;Àrbitre Cursetista (1r any);-0.7627604027918378
112610;2026-01-10;19:30:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 5;CAMP DE FUTBOL IEM LA ROMÀNICA;LA ROMANICA, C.F. A;MARTORELLES, C.F. A;2;1;0;0;0;0;CALDERIÑA PAVÓN, CARLOS;Vallès Occidental;CALDERIÑA PAVÓN, CARLOS;0;-2.5127604027918378;Barberà del Vallès;Barberà del Vallès;Barberà del Vallès;35.0;18.0;3.0;Àrbitre Sit.Especial;-0.26150592069408046
137196;2026-01-10;19:30:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 10;CAMP DE FUTBOL IEM CAN SALVI;SANT ANDREU DE LA BARCA AGRUP. A;RIBES, C.D. A;2;3;3;2;0;0;MALDONADO CASTILLO, ROGER;Baix Llobregat;MALDONADO CASTILLO, ROGER;5;1.4754461099214846;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;19.0;3.0;1.0;Àrbitre 3a Catalana;0.6041441356509465
130394;2026-01-10;19:30:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 13;No especificado;TORTOSA EBRE, C.F.  A;SANT JAUME D'ENVEIJA, U.E. A;3;0;0;0;0;0;AMALIK , AYMAN;Terres de l'Ebre;AMALIK , AYMAN;0;-3.5245538900785154;Tortosa;Tortosa;Tortosa;21.0;2.0;4.0;Àrbitre Cursetista;1.088757714523235
152877;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 50;CAMP DE FUTBOL MPAL. LA COMA;CONSTANTI, C.E. A;MORELL, C.D. A;2;0;1;2;0;0;HARIK EL ALALI, ISMAIL;Tarragona;HARIK EL ALALI, ISMAIL;3;-0.5245538900785154;Coma i la Pedra, la;La Coma i la Pedra;La Coma i la Pedra;22.0;6.0;1.0;Àrbitre Sit.Especial;-0.09044050893790913
134320;2026-01-10;19:30:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 18;CAMP DE FUTBOL MPAL. CA N´ANGLADA;SAN CRISTOBAL, C.P. C;MATADEPERENC, ATHLETIC A;0;5;1;0;0;0;BORIA REYES, JOSEP;Vallès Occidental;BORIA REYES, JOSEP;1;-1.5127604027918378;Terrassa 6 (Ca n'Anglada);Terrassa;Ca n'Anglada;21.0;1.0;1.0;Àrbitre Cursetista (1r any);0.9872395972081622
133354;2026-01-10;19:30:00;AMATEUR;TERCERA CATALANA;GRUP 1;No especificado;ROSES CITY FUTBOL CLUB  A;PORTBOU, C.E. A;2;0;3;2;0;0;GARBERA GONZALEZ, JOAN;Girona;GARBERA GONZALEZ, JOAN;5;-0.17322043628013795;Roses;Roses;Roses;22.0;6.0;4.0;Àrbitre 3a Catalana;1.2462440660621887
111700;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 30;CAMP DE FUTBOL ZEM DE RIPOLLET;RIPOLLET, C.F. C;SANT QUIRZE VALLES, F.C. B;0;2;2;1;0;0;PLANCHERIA RIBA, ARNAU;Vallès Occidental;PLANCHERIA RIBA, ARNAU;3;-0.5245538900785154;Ripollet 1 (Centre - Maragall);Ripollet;Centre - Maragall;24.0;7.0;1.0;Àrbitre 3a Catalana;1.7408086671633471
133353;2026-01-10;19:30:00;AMATEUR;TERCERA CATALANA;GRUP 1;CAMP DE FUTBOL MPAL. DE PERALADA;PERALADA, C.F. B;MONELLS, A.E. A;0;0;2;4;0;0;GONZALEZ MARTIN, MARC;Girona;GONZALEZ MARTIN, MARC;6;0.826779563719862;Peralada;Peralada;Peralada;22.0;5.0;2.0;Àrbitre 3a Catalana;0.638936961012658
70787;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 34;CAMP DE FUTBOL MPAL. CA N´ANGLADA;SAN CRISTOBAL, C.P. B;PERICOS DE SANT CUGAT  A;8;0;0;0;0;0;BOURROUHOU RAZZOUK, BADR;Vallès Occidental;BOURROUHOU RAZZOUK, BADR;0;-3.5245538900785154;Terrassa 6 (Ca n'Anglada);Terrassa;Ca n'Anglada;19.0;2.0;2.0;Àrbitre Cursetista 2n any;-0.8555285259545131
111701;2026-01-10;19:30:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 30;CAMP DE FUTBOL MPAL. CAN PUIGGENER;OAR GRÀCIA SBD E.F. A;D'ARAN CLUB  ASSOCIACIÓ CULTURAL  A;0;4;0;0;0;0;BENSLIMAN ABDELLAOUI, RIYAD;Vallès Occidental;BENSLIMAN ABDELLAOUI, RIYAD;0;-3.5245538900785154;Sabadell 18 (Gràcia);Sabadell;Gràcia;20.0;;2.0;Àrbitre Cursetista 2n any;2.3042063984072176
154598;2026-01-10;19:30:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 12;CAMP DE FUTBOL MPAL. DE CALAFELL;ESCOLA FUTBOL BASE CALAFELL CF A;SANTES CREUS CLUB ESP. A;4;2;2;2;0;0;FONCILLAS VALLVERDU, ROGER;Tarragona;FONCILLAS VALLVERDU, ROGER;4;0.4754461099214846;Calaf;Calaf;Calaf;25.0;3.0;2.0;Àrbitre 3a Catalana;3.476745181830307
725;2026-01-10;19:45:00;AMATEUR;QUARTA CATALANA;GRUP 19;CAMP DE FUTBOL MPAL. LA SATÀLIA;APA POBLE SEC, CE. B;Pª BARC. CINC COPES A;4;3;3;4;1;0;CANALS VIÑALS, GUILLEM;Barcelona3;CANALS VIÑALS, GUILLEM;8;2.826779563719862;Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Barcelona;Santa Madrona, la Satàlia i Montjuïc;19.0;2.0;2.0;Àrbitre Cursetista 2n any;1.682615169154
118206;2026-01-10;19:45:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 2;CAMP DE FUTBOL MPAL. DE SANT GREGORI;SANT GREGORI, A.E. B;FORNELLS, UE. C;2;4;1;0;0;0;OUSSAID MESSAOUDI, YOUNES;Girona;OUSSAID MESSAOUDI, YOUNES;1;-2.5245538900785154;Sant Gregori;Sant Gregori;Sant Gregori;47.0;19.0;11.0;Àrbitre Sit.Especial;-1.0147575487446854
33335;2026-01-10;19:45:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 38;CAMP DE FUTBOL MPAL. DE VILADECANS;VILADECANS U.D. C;COLEGIO ALEMAN S.ALBERTO,A.C. A;1;0;1;4;0;0;HIDALGO MACETE, XAVIER;Baix Llobregat;HIDALGO MACETE, XAVIER;5;1.4754461099214846;Viladecans;Viladecans;Viladecans;24.0;2.0;2.0;Àrbitre Cursetista 2n any;-0.06168276768212911
66149;2026-01-10;19:45:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 15;CAMP DE FUTBOL CLUB D´ESPORTS VENDRELL;VENDRELL C.E. A;TORREDEMBARRA, U.D. A;2;0;0;0;0;0;RAMIREZ GARCIA, ALEX;Tarragona;RAMIREZ GARCIA, ALEX;0;-2.5127604027918378;Vendrell, el;El Vendrell;El Vendrell;35.0;16.0;1.0;Àrbitre Sit.Especial;0.5282879106666128
60789;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 40;CAMP DE FUTBOL MPAL. DE LES PLANES (SANT JOAN DESPÍ);SANT JOAN DESPI-SAN PANCRACIO, FUTBOL CLUB A;SANTFELIUENC, F.C.  C;0;8;0;0;0;0;COLOMER LOPEZ EGEA, ARTUR;Baix Llobregat;COLOMER LOPEZ EGEA, ARTUR;0;-3.5245538900785154;Planes d'Hostoles, les;Les Planes d'Hostoles;Les Planes d'Hostoles;32.0;10.0;3.0;Àrbitre 3a Catalana;1.9406968863555067
33338;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 38;CAMP DE FUTBOL CEM JULIO MÉNDEZ;FUNDACIO PRIVADA ASSOC. ESP. PRAT  A;TERLENKA BARCELONISTA C. F. B;1;3;5;1;0;1;MARIN RICART, ALEJANDRO;Baix Llobregat;MARIN RICART, ALEJANDRO;7;3.4754461099214846;Prat de Comte;Prat de Comte;Prat de Comte;26.0;7.0;1.0;Àrbitre Sit.Especial;0.6626249677790653
117064;2026-01-10;20:00:00;AMATEUR;QUARTA CATALANA;GRUP 27;CAMP DE FUTBOL ZEM CAN TITÓ;VILANOVA CAMI C.F. B;TOUS, U.E. A;0;3;3;2;0;0;MONROY VÁZQUEZ, SERGIO;Anoia;MONROY VÁZQUEZ, SERGIO;5;-0.17322043628013795;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou;20.0;2.0;2.0;Àrbitre Cursetista 2n any;0.84874238039761
43329;2026-01-10;20:00:00;AMATEUR;QUARTA CATALANA;GRUP 26;CAMP DE FUTBOL MPAL. DE VALLIRANA;VALLIRANA C.F. A;SANT ESTEVE SESROVIRES, F.C. B;12;1;0;0;0;0;GARCIA PEREZ, HUGO;Baix Llobregat;GARCIA PEREZ, HUGO;0;-5.173220436280138;Vallirana;Vallirana;Vallirana;19.0;4.0;4.0;Àrbitre Cursetista;0.1439743522615063
42505;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 8;CAMP DE FUTBOL CEM CAN ZAM (2);SINGUERLÍN, C.F. A;MONTAÑESA, C.F. D;20;0;2;0;0;0;NUÑEZ GRACIA, JOAN;Barcelona3;NUÑEZ GRACIA, JOAN;2;-1.5245538900785154;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam;22.0;3.0;3.0;Àrbitre Cursetista;-0.5220969135604575
98437;2026-01-10;20:00:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 4;CAMP DE FUTBOL MPAL. ANTONI SERRA I PUJOL;BARBERÀ CLUB DE FUTBOL  A;OLIMPIC LA GARRIGA, C.F. A;3;1;5;4;0;0;AGUILAR PRAT, RAFAEL;Vallès Occidental;AGUILAR PRAT, RAFAEL;9;5.475446109921485;Barberà de la Conca;Barberà de la Conca;Barberà de la Conca;29.0;12.0;4.0;Àrbitre 3a Federació;1.270039828737477
19586;2026-01-10;20:00:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 8;CAMP DE FUTBOL MPAL. FALGUERA;Pª REC.SAN FELIU LLOBREGAT A;RUBI, U.E. A;3;3;4;3;0;0;ALCAZAR PINO, DANIEL;Baix Llobregat;ALCAZAR PINO, DANIEL;7;3.4754461099214846;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;27.0;10.0;2.0;Àrbitre 1a Catalana;0.07543817366057624
150455;2026-01-10;20:00:00;AMATEUR;TERCERA CATALANA;GRUP 11;CAMP DE FUTBOL ESCOLA INDUSTRIAL;Pª BARC. ANGUERA B;CAN VIDALET, C.F. B;3;3;4;3;1;0;HERNANDEZ CUADRA, PAU;Vallès Occidental;HERNANDEZ CUADRA, PAU;8;2.826779563719862;Barcelona 35 (l'Escola Industrial);Barcelona;l'Escola Industrial;25.0;4.0;1.0;Àrbitre 3a Catalana;0.5479732334995306
98436;2026-01-10;20:00:00;JUVENIL;JUVENIL PRIMERA DIVISIÓ;GRUP 4;CAMP DE FUTBOL ZEM CAN RULL-PACO HERRERA (1);CAN RULL ROMULO TRONCHONI, CFU B;TORELLO, C.F. A;3;4;3;3;0;1;TAYBI SRARKHA, ILIAS;Vallès Occidental;TAYBI SRARKHA, ILIAS;7;3.4754461099214846;Sabadell 14 (Can Rull Nord - Via Alexandra);Sabadell;Can Rull Nord - Via Alexandra;21.0;4.0;1.0;Àrbitre 2a Catalana;1.8831713416148992
33339;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 38;No especificado;VISTA ALEGRE,U.D. A;ABRERA, A.E. B;2;1;1;2;0;0;GARCIA DE LOS RIOS, JOAN;Baix Llobregat;GARCIA DE LOS RIOS, JOAN;3;-0.5245538900785154;Castelldefels 2 (Vista Alegre - el Castell);Castelldefels;Vista Alegre - el Castell;21.0;4.0;2.0;Àrbitre 3a Catalana;2.837443223413233
22973;2026-01-10;20:00:00;CADETE;CADET SEGONA DIVISIÓ S16;GRUP 17;CAMP DE FUTBOL CLUB NATACIÓ TERRASSA;NATACIO TERRASSA, C B;ATLÉTICO ROUREDA, C.F.  B;8;2;1;2;0;0;RIU ROBLES, XAVI;Vallès Occidental;RIU ROBLES, XAVI;3;0.48723959720816223;Terrassa;Terrassa;Terrassa;20.0;1.0;1.0;Àrbitre Cursetista (1r any);0.9316840416526068
68961;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 19;CAMP DE FUTBOL MPAL. DE LLIÇÀ DE VALL;LLIÇA DE VALL C.F. B;VALLES, C.AT. C;0;0;0;0;0;0;No asignado;Desconocido;NO ASIGNADO;0;-3.5245538900785154;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt;;;;;
45975;2026-01-10;20:00:00;AMATEUR;QUARTA CATALANA;GRUP 10;CAMP DE FUTBOL MPAL. GERMANS GONZALVO (1);MOLLET U.E.,CF. B;VILANOVA VALLES,C.F. B;5;0;2;0;0;0;MONTES VIDAL, BIEL;Granollers;MONTES VIDAL, BIEL;2;-3.173220436280138;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada;21.0;4.0;4.0;Àrbitre Cursetista;1.3138955329424558
27256;2026-01-10;20:00:00;CADETE;CADET PRIMERA DIVISIÓ S15;GRUP 6;CAMP DE FUTBOL MPAL. ANTONI SERRA I PUJOL;BARBERÀ CLUB DE FUTBOL  C;RUBI, U.E. B;1;6;1;0;0;0;HERNANDEZ CUADRA, PAU;Vallès Occidental;HERNANDEZ CUADRA, PAU;1;-1.5127604027918378;Barberà de la Conca;Barberà de la Conca;Barberà de la Conca;25.0;4.0;1.0;Àrbitre 3a Catalana;0.5479732334995306
107288;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 9;CAMP DE FUTBOL CEM MARESME;POBLE NOU ,AT. B;ARRABAL-CALAF GRAMANET C.D. C;0;7;1;1;0;0;TOVAR IBAÑEZ, PABLO;Barcelona3;TOVAR IBAÑEZ, PABLO;2;-1.5245538900785154;Barcelona 180 (el Maresme i el Maresme Vell);Barcelona;el Maresme i el Maresme Vell;21.0;4.0;4.0;Àrbitre Cursetista;1.0724066607684024
36003;2026-01-10;20:00:00;JUVENIL;JUVENIL SEGONA DIVISIÓ;GRUP 43;CAMP DE FUTBOL ZEM CAN TITÓ;VILANOVA CAMI C.F. B;SITGES, U.E. B;1;8;5;0;0;0;EL MAIL SALAMA, RAYYAN;Anoia;EL MAIL SALAMA, RAYYAN;5;1.4754461099214846;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou;18.0;3.0;3.0;Àrbitre Cursetista;2.0654520160454526
